ID;İlçe Adı;Mahalle;Sokak;İhbar Tipi;Tahmini Zarar;Yangın Cinsi;Yangın Nedeni;Müdahale Eden Amirlik;İhbar Saati;Çıkış Tarihi;Olay Yerine Ulaşım Saati;Yangın Söndürme Saati;Geri Dönüş Saati
3049;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Elektrik Kontağı;Edremit Grup Amirliği;20.08.2018 07:55:00;20.08.2018 07:56:00;20.08.2018 08:04:00;20.08.2018 08:27:00;20.08.2018 08:35:00
3048;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;20.08.2018 07:12:00;20.08.2018 07:13:00;20.08.2018 07:17:00;20.08.2018 08:30:00;20.08.2018 08:35:00
3047;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Dikkatsizlik;Edremit Grup Amirliği;19.08.2018 20:57:00;19.08.2018 20:58:00;19.08.2018 21:01:00;19.08.2018 21:06:00;19.08.2018 21:10:00
3046;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;19.08.2018 15:12:00;19.08.2018 15:13:00;19.08.2018 15:18:00;19.08.2018 17:29:00;19.08.2018 17:35:00
3045;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;18.08.2018 16:42:00;18.08.2018 16:43:00;18.08.2018 16:48:00;18.08.2018 17:20:00;18.08.2018 17:26:00
3044;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;17.08.2018 03:33:00;17.08.2018 03:34:00;17.08.2018 03:39:00;17.08.2018 06:34:00;17.08.2018 06:40:00
3043;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;16.08.2018 00:19:00;16.08.2018 00:20:00;16.08.2018 00:23:00;16.08.2018 00:36:00;16.08.2018 00:40:00
3042;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;15.08.2018 13:50:00;15.08.2018 13:51:00;15.08.2018 13:55:00;15.08.2018 16:09:00;15.08.2018 16:14:00
3041;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;15.08.2018 07:19:00;15.08.2018 07:20:00;15.08.2018 07:25:00;15.08.2018 09:31:00;15.08.2018 09:37:00
3040;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;14.08.2018 20:44:00;14.08.2018 20:45:00;14.08.2018 20:49:00;14.08.2018 21:15:00;14.08.2018 21:20:00
3039;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;10.08.2018 16:06:00;10.08.2018 16:07:00;10.08.2018 16:11:00;10.08.2018 17:25:00;10.08.2018 17:30:00
3038;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;10.08.2018 15:39:00;10.08.2018 15:40:00;10.08.2018 15:44:00;10.08.2018 16:19:00;10.08.2018 16:24:00
3037;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;08.08.2018 10:29:00;08.08.2018 10:30:00;08.08.2018 10:34:00;08.08.2018 10:55:00;08.08.2018 11:00:00
3036;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;07.08.2018 19:46:00;07.08.2018 19:47:00;07.08.2018 19:50:00;07.08.2018 20:21:00;07.08.2018 20:25:00
3035;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Doğal Olaylar;Edremit Grup Amirliği;07.08.2018 13:59:00;07.08.2018 14:00:00;07.08.2018 14:04:00;07.08.2018 15:15:00;07.08.2018 15:20:00
3034;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;07.08.2018 13:40:00;07.08.2018 13:41:00;07.08.2018 13:46:00;07.08.2018 15:19:00;07.08.2018 15:25:00
3033;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;07.08.2018 11:56:00;07.08.2018 11:57:00;07.08.2018 12:02:00;07.08.2018 12:49:00;07.08.2018 12:55:00
3032;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;06.08.2018 23:57:00;06.08.2018 23:58:00;07.08.2018 00:04:00;07.08.2018 00:33:00;07.08.2018 00:40:00
3031;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;06.08.2018 07:15:00;06.08.2018 07:16:00;06.08.2018 07:20:00;06.08.2018 07:35:00;06.08.2018 07:40:00
3030;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;04.08.2018 14:47:00;04.08.2018 14:48:00;04.08.2018 14:53:00;04.08.2018 17:24:00;04.08.2018 17:30:00
3029;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;04.08.2018 12:21:00;04.08.2018 12:22:00;04.08.2018 12:26:00;04.08.2018 13:30:00;04.08.2018 13:35:00
3028;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;04.08.2018 12:19:00;04.08.2018 12:20:00;04.08.2018 12:25:00;04.08.2018 13:59:00;04.08.2018 14:05:00
3027;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;04.08.2018 11:03:00;04.08.2018 11:04:00;04.08.2018 11:07:00;04.08.2018 11:31:00;04.08.2018 11:35:00
3026;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;03.08.2018 13:59:00;03.08.2018 14:00:00;03.08.2018 14:03:00;03.08.2018 14:16:00;03.08.2018 14:20:00
3025;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;02.08.2018 14:09:00;02.08.2018 14:10:00;02.08.2018 14:15:00;02.08.2018 14:34:00;02.08.2018 14:40:00
3024;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;31.07.2018 12:03:00;31.07.2018 12:04:00;31.07.2018 12:08:00;31.07.2018 12:29:00;31.07.2018 12:34:00
3023;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;30.07.2018 11:29:00;30.07.2018 11:30:00;30.07.2018 11:34:00;30.07.2018 12:35:00;30.07.2018 12:40:00
3022;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;29.07.2018 10:26:00;29.07.2018 10:27:00;29.07.2018 10:31:00;29.07.2018 12:55:00;29.07.2018 13:00:00
3021;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;28.07.2018 16:45:00;28.07.2018 16:46:00;28.07.2018 16:48:00;28.07.2018 16:53:00;28.07.2018 16:56:00
3020;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;27.07.2018 21:19:00;27.07.2018 21:20:00;27.07.2018 21:27:00;27.07.2018 21:57:00;27.07.2018 22:05:00
3019;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;25.07.2018 12:14:00;25.07.2018 12:15:00;25.07.2018 12:21:00;25.07.2018 13:08:00;25.07.2018 13:15:00
3018;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;22.07.2018 13:18:00;22.07.2018 13:19:00;22.07.2018 13:22:00;22.07.2018 13:34:00;22.07.2018 13:38:00
3017;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Tespit Edilemedi;Edremit Grup Amirliği;21.07.2018 23:24:00;21.07.2018 23:25:00;21.07.2018 23:32:00;22.07.2018 00:17:00;22.07.2018 00:25:00
3016;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;20.07.2018 18:59:00;20.07.2018 19:00:00;20.07.2018 19:05:00;20.07.2018 19:51:00;20.07.2018 19:57:00
3015;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;18.07.2018 13:51:00;18.07.2018 13:52:00;18.07.2018 13:56:00;18.07.2018 19:40:00;18.07.2018 19:45:00
3014;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Edremit Grup Amirliği;16.07.2018 15:02:00;16.07.2018 15:03:00;16.07.2018 15:06:00;16.07.2018 15:16:00;16.07.2018 15:20:00
3013;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;16.07.2018 11:01:00;16.07.2018 11:02:00;16.07.2018 11:07:00;16.07.2018 11:40:00;16.07.2018 11:46:00
3012;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;16.07.2018 09:35:00;16.07.2018 09:36:00;16.07.2018 09:40:00;16.07.2018 10:06:00;16.07.2018 10:11:00
3011;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;14.07.2018 23:19:00;14.07.2018 23:20:00;14.07.2018 23:25:00;14.07.2018 23:42:00;14.07.2018 23:48:00
3010;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;14.07.2018 11:24:00;14.07.2018 11:25:00;14.07.2018 11:28:00;14.07.2018 12:08:00;14.07.2018 12:12:00
3009;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;13.07.2018 16:13:00;13.07.2018 16:15:00;13.07.2018 16:19:00;13.07.2018 16:55:00;13.07.2018 17:00:00
3008;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;13.07.2018 03:04:00;13.07.2018 03:05:00;13.07.2018 03:10:00;13.07.2018 03:44:00;13.07.2018 03:50:00
3007;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;09.07.2018 11:44:00;09.07.2018 11:45:00;09.07.2018 11:48:00;09.07.2018 12:21:00;09.07.2018 12:25:00
3006;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;08.07.2018 15:09:00;08.07.2018 15:10:00;08.07.2018 15:14:00;08.07.2018 15:35:00;08.07.2018 15:40:00
3005;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;06.07.2018 21:14:00;06.07.2018 21:15:00;06.07.2018 21:20:00;06.07.2018 21:30:00;06.07.2018 21:35:00
3004;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;04.07.2018 16:24:00;04.07.2018 16:25:00;04.07.2018 16:30:00;04.07.2018 17:14:00;04.07.2018 17:20:00
3003;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;23.06.2018 18:19:00;23.06.2018 18:20:00;23.06.2018 18:23:00;23.06.2018 18:41:00;23.06.2018 18:45:00
3002;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;17.06.2018 23:40:00;17.06.2018 23:41:00;17.06.2018 23:45:00;18.06.2018 00:49:00;18.06.2018 00:54:00
3001;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;12.06.2018 20:25:00;12.06.2018 20:26:00;12.06.2018 20:30:00;12.06.2018 20:55:00;12.06.2018 21:00:00
3000;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Kasıt;Edremit Grup Amirliği;10.06.2018 16:38:00;10.06.2018 16:39:00;10.06.2018 16:42:00;10.06.2018 17:06:00;10.06.2018 17:10:00
2999;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;06.06.2018 18:29:00;06.06.2018 18:30:00;06.06.2018 18:35:00;06.06.2018 19:44:00;06.06.2018 19:50:00
2998;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;06.06.2018 13:42:00;06.06.2018 13:43:00;06.06.2018 13:50:00;06.06.2018 14:52:00;06.06.2018 15:00:00
2997;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Kasıt;Edremit Grup Amirliği;04.06.2018 15:39:00;04.06.2018 15:40:00;04.06.2018 15:44:00;04.06.2018 16:50:00;04.06.2018 16:55:00
2996;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;04.06.2018 14:22:00;04.06.2018 14:23:00;04.06.2018 14:26:00;04.06.2018 14:58:00;04.06.2018 15:02:00
2995;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;03.06.2018 17:14:00;03.06.2018 17:15:00;03.06.2018 17:20:00;03.06.2018 20:24:00;03.06.2018 20:30:00
2994;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;02.06.2018 01:02:00;02.06.2018 01:03:00;02.06.2018 01:06:00;02.06.2018 01:18:00;02.06.2018 01:22:00
2993;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;31.05.2018 18:39:00;31.05.2018 18:40:00;31.05.2018 18:46:00;31.05.2018 20:23:00;31.05.2018 20:30:00
2992;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;29.05.2018 12:34:00;29.05.2018 12:35:00;29.05.2018 12:40:00;29.05.2018 14:28:00;29.05.2018 14:34:00
2991;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Edremit Grup Amirliği;28.05.2018 16:09:00;28.05.2018 16:10:00;28.05.2018 16:14:00;28.05.2018 16:35:00;28.05.2018 16:40:00
2990;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;26.05.2018 07:49:00;26.05.2018 07:50:00;26.05.2018 07:55:00;26.05.2018 08:34:00;26.05.2018 08:40:00
2989;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;25.05.2018 01:19:00;25.05.2018 01:20:00;25.05.2018 01:23:00;25.05.2018 01:56:00;25.05.2018 02:00:00
2988;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;24.05.2018 20:44:00;24.05.2018 20:45:00;24.05.2018 20:49:00;24.05.2018 22:00:00;24.05.2018 22:05:00
2987;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;18.05.2018 19:24:00;18.05.2018 19:25:00;18.05.2018 19:30:00;18.05.2018 21:54:00;18.05.2018 22:00:00
2986;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;17.05.2018 18:08:00;17.05.2018 18:09:00;17.05.2018 18:12:00;17.05.2018 20:08:00;17.05.2018 20:12:00
2985;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Edremit Grup Amirliği;28.04.2018 15:51:00;28.04.2018 15:52:00;28.04.2018 15:57:00;28.04.2018 16:14:00;28.04.2018 16:20:00
2984;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;26.04.2018 11:17:00;26.04.2018 11:18:00;26.04.2018 11:25:00;26.04.2018 11:47:00;26.04.2018 11:55:00
2983;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;26.04.2018 09:24:00;26.04.2018 09:25:00;26.04.2018 09:32:00;26.04.2018 10:07:00;26.04.2018 10:15:00
2982;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;25.04.2018 17:44:00;25.04.2018 17:45:00;25.04.2018 17:50:00;25.04.2018 23:49:00;25.04.2018 23:55:00
2981;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Yangın Zannı;Edremit Grup Amirliği;21.04.2018 10:54:00;21.04.2018 10:55:00;21.04.2018 10:59:00;21.04.2018 11:10:00;21.04.2018 11:15:00
2980;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;19.04.2018 16:59:00;19.04.2018 17:00:00;19.04.2018 17:05:00;19.04.2018 18:54:00;19.04.2018 19:00:00
2979;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Kasıt;Edremit Grup Amirliği;16.04.2018 19:39:00;16.04.2018 19:40:00;16.04.2018 19:45:00;16.04.2018 20:47:00;16.04.2018 20:53:00
2978;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Doğal Olaylar;Edremit Grup Amirliği;13.04.2018 16:09:00;13.04.2018 16:10:00;13.04.2018 16:15:00;13.04.2018 17:24:00;13.04.2018 17:30:00
2977;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tespit Edilemedi;Edremit Grup Amirliği;07.04.2018 15:19:00;07.04.2018 15:20:00;07.04.2018 15:23:00;07.04.2018 15:36:00;07.04.2018 15:40:00
2976;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;11.03.2018 19:24:00;11.03.2018 19:25:00;11.03.2018 19:28:00;11.03.2018 19:41:00;11.03.2018 19:45:00
2975;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;10.03.2018 19:34:00;10.03.2018 19:35:00;10.03.2018 19:40:00;10.03.2018 20:07:00;10.03.2018 20:13:00
2974;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tespit Edilemedi;Edremit Grup Amirliği;02.03.2018 19:34:00;02.03.2018 19:35:00;02.03.2018 19:38:00;02.03.2018 19:51:00;02.03.2018 19:55:00
2973;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Elektrik Kontağı;Edremit Grup Amirliği;02.03.2018 08:18:00;02.03.2018 08:19:00;02.03.2018 08:23:00;02.03.2018 08:50:00;02.03.2018 08:55:00
2972;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;;Edremit Grup Amirliği;22.02.2018 19:25:00;22.02.2018 19:26:00;22.02.2018 19:31:00;22.02.2018 19:45:00;22.02.2018 19:51:00
2971;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Tespit Edilemedi;Edremit Grup Amirliği;22.02.2018 15:39:00;22.02.2018 15:40:00;22.02.2018 15:48:00;22.02.2018 16:50:00;22.02.2018 17:00:00
2970;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tespit Edilemedi;Edremit Grup Amirliği;18.02.2018 12:56:00;18.02.2018 12:57:00;18.02.2018 13:01:00;18.02.2018 13:18:00;18.02.2018 13:23:00
2969;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;Tedbirsizlik;Edremit Grup Amirliği;16.02.2018 20:08:00;16.02.2018 20:09:00;16.02.2018 20:13:00;16.02.2018 20:30:00;16.02.2018 20:36:00
2968;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Tespit Edilemedi;Edremit Grup Amirliği;12.02.2018 20:29:00;12.02.2018 20:30:00;12.02.2018 20:35:00;12.02.2018 21:00:00;12.02.2018 21:15:00
2967;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çatı Yangını;Elektrik Kontağı;Edremit Grup Amirliği;10.02.2018 13:30:00;10.02.2018 13:31:00;10.02.2018 13:35:00;10.02.2018 14:03:00;10.02.2018 14:10:00
2966;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Kasıt;Edremit Grup Amirliği;09.02.2018 19:19:00;09.02.2018 19:20:00;09.02.2018 19:25:00;09.02.2018 19:54:00;09.02.2018 20:00:00
2965;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;30.01.2018 17:49:00;30.01.2018 17:50:00;30.01.2018 17:55:00;30.01.2018 18:55:00;30.01.2018 19:03:00
2964;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Tespit Edilemedi;Edremit Grup Amirliği;30.01.2018 17:49:00;30.01.2018 17:50:00;30.01.2018 17:54:00;30.01.2018 18:57:00;30.01.2018 19:03:00
2963;EDREMİT;CENNETAYAĞI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Kasıt;Edremit Grup Amirliği;28.01.2018 15:07:00;28.01.2018 15:08:00;28.01.2018 15:16:00;28.01.2018 16:05:00;28.01.2018 16:15:00
2962;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;KISMEN;Dam Yangını;Sigara;Dursunbey Grup Amirliği;08.06.2019 21:30:00;08.06.2019 21:31:00;08.06.2019 21:33:00;08.06.2019 21:54:00;08.06.2019 22:14:00
2961;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Elektrik Kontağı;Dursunbey Grup Amirliği;05.06.2019 18:13:00;05.06.2019 18:14:00;05.06.2019 18:17:00;05.06.2019 18:20:00;05.06.2019 18:40:00
2960;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;KISMEN;İşyeri Yangını;Elektrik Kontağı;Dursunbey Grup Amirliği;30.05.2019 08:57:00;30.05.2019 08:58:00;30.05.2019 09:00:00;;30.05.2019 10:04:00
2959;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Trafik Kazası;Dursunbey Grup Amirliği;07.04.2019 12:40:00;07.04.2019 12:41:00;07.04.2019 12:43:00;07.04.2019 13:38:00;07.04.2019 13:40:00
2958;DURSUNBEY;CEBECİ;;DIGER;KISMEN;Ev Yangını;Şüpheli;Dursunbey Grup Amirliği;12.01.2019 01:54:00;12.01.2019 01:55:00;12.01.2019 01:56:00;12.01.2019 02:15:00;12.01.2019 03:45:00
2957;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Tedbir Amaçlı;Tedbirsizlik;Dursunbey Grup Amirliği;23.11.2018 16:32:00;23.11.2018 16:33:00;23.11.2018 16:34:00;23.11.2018 17:04:00;23.11.2018 17:05:00
2956;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;Tedbirsizlik;Dursunbey Grup Amirliği;21.11.2018 20:02:00;21.11.2018 20:03:00;21.11.2018 20:06:00;21.11.2018 20:25:00;21.11.2018 21:03:00
2955;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Elektrik Kontağı;Dursunbey Grup Amirliği;23.08.2018 21:25:00;23.08.2018 21:26:00;23.08.2018 21:30:00;23.08.2018 21:40:00;23.08.2018 21:50:00
2954;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;KISMEN;İşyeri Yangını;Elektrik Kontağı;Dursunbey Grup Amirliği;14.08.2018 04:38:00;14.08.2018 04:39:00;14.08.2018 04:40:00;14.08.2018 04:54:00;14.08.2018 04:55:00
2953;DURSUNBEY;CEBECİ;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Asılsız İhbar;Dursunbey Grup Amirliği;16.04.2018 05:37:00;16.04.2018 05:38:00;16.04.2018 05:40:00;;16.04.2018 05:52:00
